source,airfoil,config,Re,alpha,CL,CD,u_cd_span
stec8,"SD7032D UST .020, .125, 45%",clean,201200.0,5.29,0.972,0.0142,
stec8,"SD7032D UST .020, .125, 45%",clean,201200.0,6.81,1.098,0.0174,
stec8,"SD7032D UST .020, .125, 45%",clean,201200.0,8.32,1.206,0.0198,
stec8,"SD7032D UST .020, .125, 45%",clean,201200.0,9.86,1.279,0.0275,
stec8,"SD7032D UST .020, .125, 45%",clean,201200.0,11.35,1.299,0.0387,
stec8,"SD7032D UST .020, .125, 45%",clean,201200.0,12.85,1.279,0.0448,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,-3.93,0.059,0.0135,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,-2.37,0.219,0.011,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,-0.83,0.38,0.009,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,0.67,0.533,0.009,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,2.19,0.694,0.01,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,3.7,0.844,0.0113,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,5.24,0.981,0.0137,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,6.78,1.106,0.0161,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,8.33,1.214,0.0198,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,9.83,1.287,0.0259,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,11.36,1.308,0.0407,
stec8,"SD7032D UST .020, .125, 45%",clean,302000.0,12.82,1.287,0.0491,
stec8,SD7037,clean,62600.0,-3.95,-0.225,0.0261,
stec8,SD7037,clean,62600.0,-2.95,-0.138,0.0208,
stec8,SD7037,clean,62600.0,-1.92,-0.058,0.0153,
stec8,SD7037,clean,62600.0,-0.9,0.068,0.0166,
stec8,SD7037,clean,62600.0,0.13,0.223,0.0176,
stec8,SD7037,clean,62600.0,1.16,0.339,0.0196,
stec8,SD7037,clean,62600.0,2.19,0.485,0.017,
stec8,SD7037,clean,62600.0,3.22,0.597,0.0187,
stec8,SD7037,clean,62600.0,4.24,0.685,0.0179,
stec8,SD7037,clean,62600.0,5.26,0.779,0.0163,
stec8,SD7037,clean,62600.0,6.27,0.837,0.0206,
stec8,SD7037,clean,62600.0,7.29,0.917,0.0321,
stec8,SD7037,clean,62600.0,8.31,1.008,0.0255,
stec8,SD7037,clean,103900.0,-2.95,-0.128,0.0169,
stec8,SD7037,clean,103900.0,-1.93,-0.019,0.0137,
stec8,SD7037,clean,103900.0,-0.9,0.109,0.0147,
stec8,SD7037,clean,103900.0,0.14,0.236,0.0135,
stec8,SD7037,clean,103900.0,1.16,0.368,0.0132,
stec8,SD7037,clean,103900.0,2.19,0.486,0.0137,
stec8,SD7037,clean,103900.0,3.22,0.579,0.013,
stec8,SD7037,clean,103900.0,4.23,0.667,0.0127,
stec8,SD7037,clean,103900.0,5.26,0.753,0.0159,
stec8,SD7037,clean,103900.0,6.26,0.834,0.015,
stec8,SD7037,clean,103900.0,7.27,0.907,0.0182,
stec8,SD7037,clean,103900.0,8.3,0.977,0.018,
stec8,SD7037,clean,103900.0,9.31,1.011,0.0189,
stec8,SD7037,clean,103900.0,10.3,1.039,0.0567,
stec8,SD7037,clean,153400.0,-2.98,-0.058,0.0157,
stec8,SD7037,clean,153400.0,-1.92,0.079,0.0127,
stec8,SD7037,clean,153400.0,-0.89,0.195,0.01,
stec8,SD7037,clean,153400.0,0.14,0.309,0.0101,
stec8,SD7037,clean,153400.0,1.17,0.415,0.0102,
stec8,SD7037,clean,153400.0,2.17,0.508,0.0115,
stec8,SD7037,clean,153400.0,3.23,0.609,0.0118,
stec8,SD7037,clean,153400.0,4.22,0.696,0.0129,
stec8,SD7037,clean,153400.0,5.24,0.784,0.0142,
stec8,SD7037,clean,153400.0,6.26,0.866,0.0154,
stec8,SD7037,clean,153400.0,7.28,0.936,0.0213,
stec8,SD7037,clean,153400.0,8.3,0.997,0.0253,
stec8,SD7037,clean,153400.0,9.3,1.053,0.0331,
stec8,SD7037,clean,153400.0,10.32,1.089,0.0402,
stec8,SD7037,clean,204200.0,-2.97,-0.001,0.0145,
stec8,SD7037,clean,204200.0,-1.91,0.12,0.0117,
stec8,SD7037,clean,204200.0,-0.89,0.217,0.0091,
stec8,SD7037,clean,204200.0,0.13,0.318,0.0088,
stec8,SD7037,clean,204200.0,1.16,0.416,0.0092,
stec8,SD7037,clean,204200.0,2.18,0.514,0.0097,
stec8,SD7037,clean,204200.0,3.22,0.611,0.0105,
stec8,SD7037,clean,204200.0,4.23,0.703,0.012,
stec8,SD7037,clean,204200.0,5.26,0.792,0.0126,
stec8,SD7037,clean,204200.0,6.26,0.874,0.0147,
stec8,SD7037,clean,204200.0,7.28,0.944,0.0187,
stec8,SD7037,clean,204200.0,8.28,1.008,0.0226,
stec8,SD7037,clean,204200.0,9.31,1.069,0.0273,
stec8,SD7037,clean,204200.0,10.35,1.117,0.0339,
stec8,SD7037,clean,204200.0,11.32,1.138,0.0422,
stec8,SD7037,clean,302900.0,-2.96,0.021,0.0117,
stec8,SD7037,clean,302900.0,-1.93,0.119,0.01,
stec8,SD7037,clean,302900.0,-0.93,0.214,0.0085,
stec8,SD7037,clean,302900.0,0.09,0.313,0.0067,
stec8,SD7037,clean,302900.0,1.01,0.406,0.0075,
stec8,SD7037,clean,302900.0,2.16,0.519,0.0084,
stec8,SD7037,clean,302900.0,3.18,0.615,0.0092,
stec8,SD7037,clean,302900.0,4.2,0.708,0.0103,
stec8,SD7037,clean,302900.0,5.23,0.798,0.0116,
stec8,SD7037,clean,302900.0,6.25,0.876,0.014,
stec8,SD7037,clean,302900.0,7.27,0.947,0.0168,
stec8,SD7037,clean,302900.0,8.28,1.015,0.0206,
stec8,SD7037,clean,302900.0,9.3,1.076,0.0246,
stec8,SD7037,clean,302900.0,10.32,1.126,0.0292,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,-3.98,-0.243,0.0321,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,-2.45,-0.127,0.0246,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,-0.92,0.037,0.0163,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,0.64,0.247,0.0193,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,2.18,0.441,0.0196,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,3.72,0.606,0.0218,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,5.25,0.735,0.0214,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,6.78,0.858,0.0258,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,8.28,0.986,0.0243,
stec8,"SD7037 UST .020, .125, 30%",clean,57500.0,9.81,1.054,0.035,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,-3.98,-0.228,0.0289,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,-2.43,-0.054,0.019,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,-0.91,0.132,0.0144,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,0.65,0.324,0.0128,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,2.18,0.471,0.0128,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,3.72,0.618,0.0145,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,5.26,0.758,0.0163,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,6.77,0.887,0.0185,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,8.29,0.988,0.0219,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,9.83,1.059,0.0338,
stec8,"SD7037 UST .020, .125, 30%",clean,98700.0,11.32,1.11,0.0432,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,-3.96,-0.173,0.0216,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,-2.92,-0.054,0.0167,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,-1.89,0.063,0.0131,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,-0.88,0.159,0.0105,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,0.13,0.261,0.0101,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,1.15,0.367,0.0099,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,2.18,0.472,0.0101,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,3.21,0.571,0.0108,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,4.22,0.666,0.0124,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,5.24,0.757,0.0135,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,6.27,0.846,0.0144,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,7.28,0.924,0.0167,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,8.3,0.983,0.0214,
stec8,"SD7037 UST .020, .125, 30%",clean,149600.0,9.31,1.041,0.027,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,-3.95,-0.139,0.0185,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,-2.42,0.01,0.0129,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,-0.91,0.153,0.0095,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,0.64,0.31,0.0087,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,2.18,0.462,0.009,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,3.72,0.613,0.0104,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,5.25,0.757,0.0121,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,6.78,0.885,0.0147,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,8.3,0.982,0.021,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,9.82,1.068,0.028,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,11.32,1.119,0.0396,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,12.84,1.105,0.0736,
stec8,"SD7037 UST .020, .125, 30%",clean,199800.0,14.22,0.945,0.2166,
stec8,SD7043,clean,61600.0,-3.9,-0.004,0.024,
stec8,SD7043,clean,61600.0,-2.89,0.1,0.0221,
stec8,SD7043,clean,61600.0,-1.87,0.194,0.0171,
stec8,SD7043,clean,61600.0,-0.86,0.283,0.0192,
stec8,SD7043,clean,61600.0,0.17,0.389,0.0218,
stec8,SD7043,clean,61600.0,1.22,0.537,0.0237,
stec8,SD7043,clean,61600.0,2.24,0.699,0.0227,
stec8,SD7043,clean,61600.0,3.27,0.811,0.0243,
stec8,SD7043,clean,61600.0,4.29,0.904,0.0232,
stec8,SD7043,clean,61600.0,5.3,0.974,0.021,
stec8,SD7043,clean,61600.0,6.31,1.046,0.0239,
stec8,SD7043,clean,61600.0,7.33,1.111,0.0312,
stec8,SD7043,clean,61600.0,8.35,1.163,0.0385,
stec8,SD7043,clean,61600.0,9.35,1.198,0.0343,
stec8,SD7043,clean,61600.0,10.34,1.156,0.0685,
stec8,SD7043,clean,61600.0,11.31,0.945,0.1752,
stec8,SD7043,clean,103800.0,-3.91,-0.008,0.0208,
stec8,SD7043,clean,103800.0,-2.9,0.1,0.0197,
stec8,SD7043,clean,103800.0,-1.87,0.233,0.0149,
stec8,SD7043,clean,103800.0,-0.85,0.339,0.0179,
stec8,SD7043,clean,103800.0,0.18,0.479,0.0193,
stec8,SD7043,clean,103800.0,1.22,0.617,0.0185,
stec8,SD7043,clean,103800.0,2.25,0.732,0.0183,
stec8,SD7043,clean,103800.0,3.27,0.818,0.0173,
stec8,SD7043,clean,103800.0,4.28,0.914,0.0161,
stec8,SD7043,clean,103800.0,5.3,0.995,0.0175,
stec8,SD7043,clean,103800.0,6.3,1.068,0.0206,
stec8,SD7043,clean,103800.0,7.33,1.139,0.0228,
stec8,SD7043,clean,103800.0,8.34,1.203,0.0291,
stec8,SD7043,clean,103800.0,9.35,1.256,0.0343,
stec8,SD7043,clean,103800.0,10.37,1.301,0.0367,
stec8,SD7043,clean,103800.0,11.36,1.328,0.046,
stec8,SD7043,clean,154900.0,-3.89,0.057,0.017,
stec8,SD7043,clean,154900.0,-2.88,0.198,0.0164,
stec8,SD7043,clean,154900.0,-1.85,0.334,0.0145,
stec8,SD7043,clean,154900.0,-0.83,0.431,0.0128,
stec8,SD7043,clean,154900.0,0.2,0.534,0.0124,
stec8,SD7043,clean,154900.0,1.22,0.636,0.0122,
stec8,SD7043,clean,154900.0,2.25,0.735,0.0127,
stec8,SD7043,clean,154900.0,3.27,0.832,0.0131,
stec8,SD7043,clean,154900.0,4.29,0.924,0.014,
stec8,SD7043,clean,154900.0,5.31,1.009,0.0162,
stec8,SD7043,clean,154900.0,6.33,1.089,0.0185,
stec8,SD7043,clean,154900.0,7.34,1.163,0.0215,
stec8,SD7043,clean,154900.0,8.35,1.227,0.0253,
stec8,SD7043,clean,154900.0,9.37,1.284,0.0293,
stec8,SD7043,clean,154900.0,10.37,1.331,0.0339,
stec8,SD7043,clean,154900.0,11.38,1.357,0.0407,
stec8,SD7043,clean,204000.0,-3.88,0.117,0.0148,
stec8,SD7043,clean,204000.0,-2.86,0.246,0.0133,
stec8,SD7043,clean,204000.0,-1.84,0.359,0.0113,
stec8,SD7043,clean,204000.0,-0.83,0.451,0.0101,
stec8,SD7043,clean,204000.0,0.2,0.539,0.0097,
stec8,SD7043,clean,204000.0,1.23,0.644,0.0102,
stec8,SD7043,clean,204000.0,2.26,0.748,0.0106,
stec8,SD7043,clean,204000.0,3.28,0.843,0.0115,
stec8,SD7043,clean,204000.0,4.28,0.932,0.013,
stec8,SD7043,clean,204000.0,5.31,1.015,0.015,
stec8,SD7043,clean,204000.0,6.32,1.094,0.0173,
stec8,SD7043,clean,204000.0,7.35,1.17,0.0197,
stec8,SD7043,clean,204000.0,8.36,1.242,0.0226,
stec8,SD7043,clean,204000.0,9.37,1.307,0.0261,
stec8,SD7043,clean,204000.0,10.38,1.353,0.0308,
stec8,SD7043,clean,204000.0,11.38,1.375,0.0375,
stec8,SD7043,clean,204000.0,12.38,1.372,0.0475,
stec8,SD7043,clean,204000.0,13.39,1.35,0.0645,
stec8,SD7043,clean,303400.0,-4.9,0.049,0.0131,
stec8,SD7043,clean,303400.0,-3.87,0.159,0.011,
stec8,SD7043,clean,303400.0,-2.86,0.262,0.01,
stec8,SD7043,clean,303400.0,-1.82,0.374,0.0092,
stec8,SD7043,clean,303400.0,-0.82,0.476,0.0087,
stec8,SD7043,clean,303400.0,0.21,0.569,0.0084,
stec8,SD7043,clean,303400.0,1.23,0.667,0.0086,
stec8,SD7043,clean,303400.0,2.25,0.767,0.0095,
stec8,SD7043,clean,303400.0,3.26,0.859,0.0107,
stec8,SD7043,clean,303400.0,4.29,0.949,0.0123,
stec8,SD7043,clean,303400.0,5.3,1.034,0.0141,
stec8,SD7043,clean,303400.0,6.32,1.113,0.016,
stec8,SD7043,clean,303400.0,7.33,1.191,0.0181,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,-2.88,0.237,0.011,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,-1.87,0.337,0.0101,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,-0.84,0.431,0.0095,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,0.2,0.522,0.0099,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,1.22,0.623,0.0115,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,2.23,0.727,0.0128,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,3.24,0.827,0.0138,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,4.27,0.927,0.0152,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,5.3,1.022,0.0164,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,6.3,1.108,0.0183,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,7.34,1.191,0.0215,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,8.34,1.255,0.0252,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,9.35,1.317,0.0281,
stec8,"SD7043 UST .020, .125, 20%",clean,202900.0,10.37,1.364,0.0349,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,-2.88,0.219,0.0114,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,-1.84,0.33,0.011,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,-0.82,0.437,0.011,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,0.19,0.533,0.0108,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,1.2,0.631,0.0111,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,2.2,0.735,0.012,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,3.26,0.841,0.013,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,4.23,0.933,0.0137,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,5.25,1.022,0.0147,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,6.26,1.111,0.0161,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,7.32,1.187,0.0191,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,8.33,1.257,0.0222,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,9.34,1.321,0.0252,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,10.36,1.371,0.0299,
stec8,"SD7043 UST .020, .125, 20%",clean,303700.0,11.37,1.397,0.0355,
stec8,SD7062,clean,102600.0,-5.93,-0.094,0.0264,
stec8,SD7062,clean,102600.0,-4.91,0.02,0.0231,
stec8,SD7062,clean,102600.0,-3.9,0.109,0.0219,
stec8,SD7062,clean,102600.0,-2.86,0.195,0.0189,
stec8,SD7062,clean,102600.0,-1.85,0.277,0.0199,
stec8,SD7062,clean,102600.0,-0.83,0.369,0.0206,
stec8,SD7062,clean,102600.0,0.2,0.477,0.0183,
stec8,SD7062,clean,102600.0,1.22,0.577,0.0197,
stec8,SD7062,clean,102600.0,2.24,0.678,0.0212,
stec8,SD7062,clean,102600.0,3.26,0.771,0.0238,
stec8,SD7062,clean,102600.0,4.27,0.864,0.0204,
stec8,SD7062,clean,102600.0,5.3,0.95,0.0266,
stec8,SD7062,clean,102600.0,6.32,1.037,0.0248,
stec8,SD7062,clean,102600.0,7.33,1.118,0.0277,
stec8,SD7062,clean,102600.0,8.35,1.195,0.0297,
stec8,SD7062,clean,102600.0,9.37,1.259,0.0372,
stec8,SD7062,clean,102600.0,10.38,1.314,0.0429,
stec8,SD7062,clean,102600.0,11.28,0.87,0.1586,
stec8,SD7062,clean,102600.0,12.26,0.708,0.2118,
stec8,SD7062,clean,102600.0,13.26,0.716,0.2228,
stec8,SD7062,clean,149700.0,-6.94,-0.16,0.0239,
stec8,SD7062,clean,149700.0,-5.92,-0.075,0.0206,
stec8,SD7062,clean,149700.0,-4.91,0.006,0.018,
stec8,SD7062,clean,149700.0,-3.9,0.097,0.0159,
stec8,SD7062,clean,149700.0,-2.87,0.19,0.0144,
stec8,SD7062,clean,149700.0,-1.85,0.284,0.0141,
stec8,SD7062,clean,149700.0,-0.83,0.376,0.0144,
stec8,SD7062,clean,149700.0,0.2,0.483,0.0135,
stec8,SD7062,clean,149700.0,1.23,0.59,0.015,
stec8,SD7062,clean,149700.0,2.25,0.694,0.0159,
stec8,SD7062,clean,149700.0,3.25,0.79,0.0167,
stec8,SD7062,clean,149700.0,4.28,0.886,0.0173,
stec8,SD7062,clean,149700.0,5.31,0.975,0.0184,
stec8,SD7062,clean,149700.0,6.33,1.066,0.0189,
stec8,SD7062,clean,149700.0,7.33,1.147,0.021,
stec8,SD7062,clean,149700.0,8.35,1.229,0.0241,
stec8,SD7062,clean,149700.0,9.37,1.3,0.0271,
stec8,SD7062,clean,149700.0,10.38,1.359,0.0315,
stec8,SD7062,clean,149700.0,11.4,1.408,0.037,
stec8,SD7062,clean,149700.0,12.4,1.441,0.047,
stec8,SD7062,clean,210500.0,-6.94,-0.192,0.0216,
stec8,SD7062,clean,210500.0,-5.95,-0.107,0.0176,
stec8,SD7062,clean,210500.0,-4.91,-0.014,0.0147,
stec8,SD7062,clean,210500.0,-3.9,0.081,0.0141,
stec8,SD7062,clean,210500.0,-2.86,0.183,0.0125,
stec8,SD7062,clean,210500.0,-1.85,0.284,0.0118,
stec8,SD7062,clean,210500.0,-0.84,0.383,0.0114,
stec8,SD7062,clean,210500.0,0.2,0.483,0.011,
stec8,SD7062,clean,210500.0,1.22,0.59,0.0112,
stec8,SD7062,clean,210500.0,2.24,0.695,0.012,
stec8,SD7062,clean,210500.0,3.26,0.795,0.0127,
stec8,SD7062,clean,210500.0,4.29,0.892,0.0136,
stec8,SD7062,clean,210500.0,5.3,0.985,0.0151,
stec8,SD7062,clean,210500.0,6.33,1.075,0.0167,
stec8,SD7062,clean,210500.0,7.35,1.164,0.0186,
stec8,SD7062,clean,210500.0,8.36,1.243,0.0201,
stec8,SD7062,clean,210500.0,9.38,1.316,0.0221,
stec8,SD7062,clean,210500.0,10.4,1.379,0.0254,
stec8,SD7062,clean,210500.0,11.4,1.43,0.029,
stec8,SD7062,clean,210500.0,12.41,1.464,0.039,
stec8,SD7062,clean,210500.0,13.41,1.485,0.0512,
stec8,SD7062,clean,210500.0,14.42,1.497,0.0588,
stec8,SD7062,clean,305800.0,-7.0,-0.201,0.0179,
stec8,SD7062,clean,305800.0,-6.0,-0.117,0.0152,
stec8,SD7062,clean,305800.0,-4.98,-0.02,0.0133,
stec8,SD7062,clean,305800.0,-3.9,0.09,0.0125,
stec8,SD7062,clean,305800.0,-2.92,0.188,0.0115,
stec8,SD7062,clean,305800.0,-1.87,0.293,0.0106,
stec8,SD7062,clean,305800.0,-0.82,0.398,0.0101,
stec8,SD7062,clean,305800.0,0.21,0.502,0.0102,
stec8,SD7062,clean,305800.0,1.22,0.605,0.0099,
stec8,SD7062,clean,305800.0,2.25,0.712,0.0103,
stec8,SD7062,clean,305800.0,3.27,0.812,0.0115,
stec8,SD7062,clean,305800.0,4.28,0.906,0.0124,
stec8,SD7062,clean,305800.0,5.31,0.997,0.0139,
stec8,SD7062,clean,305800.0,6.31,1.084,0.0154,
stec8,SD7062,clean,305800.0,7.33,1.168,0.0162,
stec8,SD7062,clean,305800.0,8.37,1.249,0.0181,
stec8,SD7062,clean,305800.0,9.38,1.323,0.0201,
stec8,SD7062,clean,305800.0,10.39,1.388,0.0231,
stec8,SD7062,clean,305800.0,11.4,1.442,0.027,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-6.95,-0.165,0.034,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-5.93,-0.1,0.025,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-4.91,0.01,0.0218,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-3.89,0.082,0.0176,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-2.88,0.166,0.0162,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-1.84,0.252,0.0151,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,-0.83,0.336,0.0151,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,0.18,0.457,0.0155,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,1.22,0.552,0.0147,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,2.23,0.659,0.0177,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,3.25,0.74,0.0176,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,4.28,0.835,0.0214,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,5.28,0.909,0.0212,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,6.3,1.007,0.0253,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,7.33,1.086,0.0252,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,8.34,1.171,0.0308,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,9.35,1.237,0.0305,
stec8,"SD7062 UST .020, .125, 15%",clean,100800.0,10.37,1.302,0.0366,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-6.95,-0.175,0.0253,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-5.93,-0.099,0.0197,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-4.89,-0.013,0.0163,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-3.91,0.078,0.0143,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-2.86,0.187,0.0136,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-1.84,0.276,0.0131,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,-0.83,0.367,0.0126,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,0.2,0.472,0.0128,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,1.21,0.572,0.014,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,2.24,0.671,0.0159,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,3.26,0.765,0.0168,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,4.26,0.85,0.0182,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,5.3,0.941,0.019,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,6.31,1.032,0.0207,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,7.34,1.124,0.0225,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,8.35,1.208,0.0251,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,9.37,1.288,0.0277,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,10.39,1.364,0.0305,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,11.4,1.419,0.0352,
stec8,"SD7062 UST .020, .125, 15%",clean,151700.0,12.41,1.458,0.041,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-6.97,-0.204,0.0216,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-5.94,-0.115,0.0176,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-4.92,-0.023,0.0144,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-3.88,0.076,0.0139,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-2.88,0.173,0.0126,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-1.85,0.272,0.0126,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,-0.83,0.371,0.0128,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,0.19,0.465,0.0125,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,1.21,0.57,0.0133,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,2.23,0.668,0.0141,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,3.25,0.77,0.0155,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,4.27,0.864,0.0171,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,5.29,0.953,0.0179,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,6.31,1.045,0.0191,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,7.34,1.133,0.0206,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,8.35,1.218,0.0223,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,9.36,1.299,0.0245,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,10.39,1.376,0.0267,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,11.4,1.439,0.0298,
stec8,"SD7062 UST .020, .125, 15%",clean,204500.0,12.41,1.488,0.0348,
